Id,Category
3566,prediligare+V
3567,fluidificare+V
3568,amoreggiarere+V
3569,occhere+V
3570,rattristare+V
3571,digiunare+V
3572,educatire+V
3573,pensile+V
3574,imbattere+V
3575,fuggire+V
3576,smembrare+A
3577,recriminazioire+V
3578,demorgere+V
3579,autodenominerò+V
3580,ambientare+V
3581,gavazzire+V
3582,scardinare+V
3583,impregnare+V
3584,firmare+V
3585,protocollare+V
3586,predominanza+V
3587,dequalificare+V
3588,confermare+V
3589,miscelare+V
3590,degenerare+V
3591,mutare+V
3592,giustificare+V
3593,ammarare+V
3594,spiumire+V
3595,vacare+V
3596,calme+V
3597,perda+V
3598,indulgrre+V
3599,tiraggi+V
3600,terrificare+A
3601,bruniere+V
3602,ravvolgiare+V
3603,cipputiana+V
3604,cedare+V
3605,hotel+V
3606,periodizzare+V
3607,incasellare+V
3608,ingaggiare+V
3609,suppellettile+V
3610,stendare+V
3611,evoluire+V
3612,autoassolvare+V
3613,avviare+V
3614,insilare+V
3615,disfare+V
3616,compungere+V
3617,gessare+V
3618,cuorre+V
3619,vaccinare+V
3620,chiocciare+V
3621,accollare+A
3622,indisporr+V
3623,disincentivare+V
3624,riutilizzare+A
3625,sovraffaticare+V
3626,solidarizzire+V
3627,perequare+V
3628,cauzionarere+V
3629,accertare+V
3630,stirarere+V
3631,inquadrarere+V
3632,primeggare+V
3633,sterilizzare+V
3634,imbottigliare+V
3635,riprre+V
3636,sopraelencare+V
3637,enunrre+V
3638,fruscere+V
3639,sabbiare+V
3640,arrischiare+V
3641,bruciacchiare+V
3642,risospingrre+V
3643,arrogare+V
3644,fasciare+V
3645,commare+V
3646,nobilitare+V
3647,documentare+V
3648,rettori+V
3649,scolarere+V
3650,ordere+V
3651,cromare+V
3652,scippare+A
3653,premunire+V
3654,sonnecchrire+V
3655,risolare+V
3656,spingi+V
3657,sollazzare+V
3658,discendiare+V
3659,defiscalizzare+V
3660,rinnoverà+V
3661,scempiare+V
3662,ecuadoriana+V
3663,abitiare+V
3664,fiaccarere+V
3665,susseguo+V
3666,gesticolazioire+V
3667,accuratezza+V
3668,dattilografare+V
3669,pervertire+V
3670,libare+V
3671,costare+V
3672,resistire+A
3673,stracuocare+V
3674,rinviare+V
3675,rielaborare+V
3676,provore+V
3677,mugghere+V
3678,serpeggie+V
3679,abbottonre+V
3680,divisare+V
3681,ambiguità+V
3682,europeizzare+V
3683,invidiare+V
3684,accomodare+V
3685,confliggrre+V
3686,adottre+V
3687,riverire+V
3688,pisolare+V
3689,riarme+V
3690,bersaglare+V
3691,follare+V
3692,beneficerà+V
3693,contenutistirre+A
3694,co-finanzere+V
3695,sotterrare+V
3696,shocke+V
3697,coricare+V
3698,tostare+V
3699,ardì+V
3700,incasellerà+V
3701,succedrre+V
3702,ghignerà+V
3703,connetterà+V
3704,circumnavigare+V
3705,brancolare+V
3706,raffigurare+V
3707,rosicare+V
3708,scomporre+A
3709,brancolare+V
3710,delegittimare+V
3711,lottare+V
3712,stilare+V
3713,rosea+V
3714,insanguinare+V
3715,spaurire+V
3716,impaniare+V
3717,autospendare+V
3718,tombaroli+V
3719,saziare+V
3720,divaricò+V
3721,rieduce+V
3722,scamosciare+V
3723,sobbollire+V
3724,scarseggie+V
3725,esalare+V
3726,territoriali+V
3727,commensurare+V
3728,ambiare+V
3729,demordrre+V
3730,squalificare+V
3731,divorare+V
3732,storne+V
3733,guadò+V
3734,bracciare+A
3735,dedicare+V
3736,disattivare+V
3737,reinsedare+V
3738,districare+V
3739,posizionire+V
3740,rifriggrre+V
3741,stinrre+V
3742,spianare+V
3743,imprigione+V
3744,estrondere+V
3745,tramutare+V
3746,biscottare+V
3747,compasserò+V
3748,aggiuntare+V
3749,premettrre+V
3750,sgonnellare+V
3751,accoccolare+V
3752,ricresre+V
3753,ciarlare+V
3754,convolare+V
3755,medicare+V
3756,infarcire+V
3757,promuovare+V
3758,deterre+V
3759,febbrili+V
3760,ricomprare+V
3761,mettire+V
3762,polpastrello+V
3763,apostatare+V
3764,castrazioire+V
3765,raggruppare+V
3766,trasaliere+V
3767,spennacchiare+V
3768,autovalere+V
3769,stuzzicare+V
3770,reprimire+V
3771,truculenze+V
3772,ravvoltolare+V
3773,annualizzare+V
3774,raggelare+V
3775,aggettivare+V
3776,prescriver+V
3777,disordiire+V
3778,traccheggiare+V
3779,truffaldare+V
3780,acquisiere+V
3781,annacquare+V
3782,brontoloire+V
3783,rattrappire+V
3784,telelavorare+V
3785,zampare+V
3786,saporare+V
3787,rinunziare+V
3788,ragnatele+V
3789,stornellare+V
3790,escresrre+V
3791,otterre+V
3792,dilazionare+V
3793,sproloquiare+V
3794,ringiovanire+V
3795,colloquiare+V
3796,verseggare+V
3797,super-pubblicizzare+V
3798,statizzare+V
3799,indistruttibili+V
3800,congelerà+V
3801,gelre+V
3802,tramezzare+V
3803,suddividrre+V
3804,carcerazioire+V
3805,diplomare+V
3806,stagnare+V
3807,copricapi+V
3808,pizzicoggere+V
3809,arrugginire+V
3810,sintonizzare+V
3811,gonnelle+V
3812,cresrre+V
3813,arrossare+V
3814,avverare+V
3815,dimetter+V
3816,urlatori+V
3817,accomande+V
3818,concatenare+V
3819,qualunquire+V
3820,dequalificar+V
3821,canere+V
3822,calmare+V
3823,rodare+V
3824,disattendrre+V
3825,rapprendare+V
3826,indispettire+V
3827,corrompe+V
3828,chiacchierare+V
3829,disobbediere+V
3830,spoliticizzerà+V
3831,piovare+V
3832,spendare+V
3833,omoire+V
3834,deflettiare+V
3835,fagocitare+V
3836,mollare+V
3837,avvicendare+V
3838,citotossirre+A
3839,tintinnare+V
3840,addunire+V
3841,imbucare+V
3842,veglie+V
3843,accarezziare+V
3844,troverà+V
3845,destabilizzare+V
3846,nipore+V
3847,umanizzare+V
3848,escresre+V
3849,avvampare+V
3850,lanciare+V
3851,bevicchiare+V
3852,fobica+A
3853,mordrre+V
3854,armare+V
3855,sgonnellare+V
3856,zirle+V
3857,inamidare+V
3858,squalifire+V
3859,ravvicinare+V
3860,accostumarere+V
3861,fisiologirre+A
3862,accontenre+V
3863,trasportare+V
3864,plorare+A
3865,scaricare+V
3866,profondare+V
3867,stornelli+V
3868,modula+V
3869,assaggare+V
3870,marmorizzare+V
3871,rifiatare+V
3872,proibare+V
3873,intenzionale+V
3874,arabescare+V
3875,dirottare+V
3876,stanzere+V
3877,vivacchiare+V
3878,fulminare+V
3879,crucciare+V
3880,arruffare+V
3881,indebitare+V
3882,riedrre+V
3883,decurtare+A
3884,cruscheggiare+V
3885,identificarere+V
3886,raddolcire+V
3887,schiumare+V
3888,conturbare+A
3889,governatorare+V
3890,figgere+V
3891,muggiere+V
3892,socializzò+V
3893,putiere+V
3894,rivendicare+V
3895,nazionalizzare+V
3896,conglomererò+V
3897,abbottonare+V
3898,brasare+V
3899,raccaggere+V
3900,opportunismi+V
3901,tintinnare+V
3902,colpevolizzare+V
3903,infognare+V
3904,sorprendare+V
3905,singaledere+V
3906,proire+V
3907,asserire+V
3908,ciancicherà+V
3909,enfiare+V
3910,immigratorere+V
3911,autorizzare+V
3912,approssimatire+V
3913,trasvolare+V
3914,opinabili+V
3915,conglomerare+V
3916,barrare+V
3917,inculcare+V
3918,soprammettrre+V
3919,terra-arrire+V
3920,dimentire+V
3921,scrostare+V
3922,abbacchiare+V
3923,puoi+V
3924,ritrattare+V
3925,ingioiellare+V
3926,autoinstallare+V
3927,solubilizzare+V
3928,assuefarà+V
3929,smanie+V
3930,contristare+V
3931,riallungare+V
3932,potrre+V
3933,sminare+V
3934,parcheggere+V
3935,assottigliare+V
3936,laicizzare+V
3937,rasserenare+V
3938,incattiviere+V
3939,ricaricare+V
3940,libare+V
3941,saziare+V
3942,fora+V
3943,fustellerà+V
3944,conventrire+V
3945,inutilizzare+V
3946,dissequestrare+V
3947,pipiare+V
3948,scafandri+V
3949,tatuire+V
3950,succedrre+V
3951,sciroppare+V
3952,allegare+V
3953,giocherelle+V
3954,anti-impotere+A
3955,infermieristica+A
3956,beccheggare+V
3957,estorrre+V
3958,godè+V
3959,stoccare+V
3960,riesaminare+A
3961,spodestire+V
3962,attindere+V
3963,notevole+V
3964,violare+V
3965,ritirare+V
3966,cartarere+V
3967,sbrodolare+V
3968,imbarbarire+V
3969,co-producare+V
3970,infilzare+V
3971,ossrre+V
3972,disordinare+V
3973,sottopagare+V
3974,miagoliare+V
3975,prescrivrre+V
3976,sudare+V
3977,allegare+V
3978,disinfettare+V
3979,autodenominar+V
3980,pasturare+V
3981,allibrare+A
3982,fraintendare+V
3983,partecipe+V
3984,sovrintendare+V
3985,maldestro+V
3986,rombare+V
3987,placcheggere+V
3988,abbacchrire+V
3989,digestioire+V
3990,compaginare+V
3991,sfoltire+V
3992,imbroncare+V
3993,digitar+V
3994,impodere+V
3995,mascolinizzo+V
3996,accozzre+V
3997,protocollare+V
3998,imbrancare+V
3999,creare+V
4000,servire+V
4001,aspergere+V
4002,sbadigliare+V
4003,sincera+V
4004,solidarizzare+V
4005,incitamire+A
4006,spendrre+V
4007,prona+V
4008,accontire+A
4009,preoccupare+V
4010,dattilografare+V
4011,traboccare+V
4012,imbrattare+V
4013,deificare+V
4014,alimire+A
4015,fruttare+V
4016,alluminire+V
4017,ricomprare+V
4018,rimaneggiare+V
4019,seguitre+V
4020,soleggare+V
4021,chiazzare+V
4022,somigliare+V
4023,criptare+V
4024,travalicherà+V
4025,riverire+V
4026,ninrre+V
4027,ridistribuiere+V
4028,tendare+V
4029,infeudare+V
4030,sbattezzare+V
4031,incassare+V
4032,somigliare+V
4033,disinfire+V
4034,scarrucolare+V
4035,smurare+V
4036,sbozzò+V
4037,aureolare+V
4038,sfrondare+V
4039,rifriggiare+V
4040,saltellare+V
4041,allarma+V
4042,adopriare+V
4043,ingigantire+V
4044,circonfondrre+V
4045,vapori+V
4046,cubare+V
4047,riverire+V
4048,pudibondi+V
4049,pettiire+V
4050,introspettive+V
4051,conciare+V
4052,increspe+V
4053,consumare+V
4054,accostumare+V
4055,rugliare+V
4056,infialare+V
4057,torturare+V
4058,ideogramma+V
4059,ripetitire+V
4060,quattrocentire+V
4061,cene+V
4062,pedalare+V
4063,sfrangiare+V
4064,risarcirò+V
4065,sfiorare+V
4066,suggestive+V
4067,fustigarere+V
4068,lividi+V
4069,villeggerò+V
4070,tatuare+V
4071,risalire+V
4072,sonare+V
4073,accarezzare+V
4074,compatì+V
4075,cronistica+A
4076,pourparler+V
4077,fore+V
4078,disincaglie+V
4079,allevar+V
4080,mugolare+V
4081,carezzre+V
4082,rivaccinare+V
4083,calamitare+V
4084,mummifire+V
4085,approvvigionare+V
4086,contabilizzare+V
4087,sbagliare+V
4088,appedere+V
4089,rimontare+V
4090,peggiorare+V
4091,indisponare+V
4092,dilettare+V
4093,ignore+V
4094,imbalsamare+V
4095,classico-accademirre+V
4096,epistolare+V
4097,cartonare+V
4098,intromettiare+V
4099,importare+A
4100,girovagare+V
4101,rintanare+V
4102,abitare+V
4103,contrappedere+V
4104,spingare+V
4105,fuggii+V
4106,ragliare+V
4107,tratterre+V
4108,campionare+V
4109,usufruire+V
4110,intenre+V
4111,intontiere+V
4112,annientare+V
4113,crepuscole+V
4114,patinare+V
4115,deregolare+V
4116,redistribuo+V
4117,riluvere+V
4118,laicizzare+V
4119,esilarare+V
4120,digiunare+V
4121,pimentare+V
4122,scolpire+A
4123,associare+V
4124,prende+V
4125,aggiungrre+V
4126,scaricarere+V
4127,intaccare+V
4128,indulgrre+V
4129,allarmare+V
4130,sfacchinare+V
4131,premunire+V
4132,ammarare+V
4133,attraccare+V
4134,inghirlandare+V
4135,gambeggere+V
4136,deragliare+V
4137,ciccioire+V
4138,covare+V
4139,infilza+V
4140,rampare+V
4141,deferissere+V
4142,desistare+V
4143,gratinare+V
4144,autorizzare+V
4145,rimasticare+V
4146,raffigurar+V
4147,delibare+V
4148,abbozzire+V
4149,riscontare+V
4150,salarare+V
4151,fujimorere+V
4152,sperequare+V
4153,incapriccare+V
4154,incorrare+V
4155,impalcare+V
4156,sbucar+V
4157,pizzicottre+V
4158,mostrare+V
4159,tiritere+V
4160,maggiorare+V
4161,autodiriere+V
4162,democratica+A
4163,raffine+V
4164,avverare+V
4165,preamboli+V
4166,vivacchiare+V
4167,infilre+V
4168,parcare+V
4169,frizzare+V
4170,opacizzare+A
4171,ovvare+V
4172,spifferare+V
4173,insanguinare+V
4174,riconsiderazioire+V
4175,paganeggiarere+V
4176,autocompatiere+V
4177,trionfare+V
4178,vomare+V
4179,vessillo+V
4180,impelliccare+V
4181,trastullare+V
4182,formuliare+V
4183,sgarrupare+V
4184,sbaragliare+V
4185,balenare+V
4186,tralignare+V
4187,esaltare+A
4188,spancare+V
4189,uscire+V
4190,disavvezzare+V
4191,derubare+V
4192,folleggiare+V
4193,vagherò+V
4194,formulare+V
4195,imbrillantine+V
4196,schiaffeggiare+V
4197,acciuffare+V
4198,coloratura+V
4199,premunissere+V
4200,rivoltare+V
4201,municipalità+V
4202,autovalutare+V
4203,tentennare+V
4204,spodestarere+V
4205,influenzare+V
4206,polliare+V
4207,accalappiare+V
4208,asseriere+V
4209,mormorare+V
4210,beare+V
4211,sotterra+V
4212,sbalzare+V
4213,smagriere+V
4214,traboccre+V
4215,arrestre+V
4216,autocensurare+V
4217,quietare+V
4218,approvvigionare+V
4219,favellare+V
4220,derubricare+V
4221,mescolare+V
4222,affusolar+V
4223,implorare+V
4224,iberna+V
4225,rabescare+A
4226,investire+V
4227,raddensiare+V
4228,acquisire+V
4229,schematizzare+V
4230,complimentare+V
4231,riverndere+V
4232,spezzettire+V
4233,imbronciare+V
4234,divaricare+V
4235,astrologare+V
4236,godere+V
4237,antidannunziaire+V
4238,faticare+V
4239,decedeggere+V
4240,appassionare+V
4241,imbandierare+V
4242,sminare+V
4243,sferrare+V
4244,arricciolare+V
4245,frisare+V
4246,consigliare+V
4247,sovraffaticare+V
4248,lunare+A
4249,freddare+V
4250,beatificare+V
4251,raspare+V
4252,infischrire+V
4253,lambiccare+V
4254,esorcizzare+V
4255,stornelliare+V
4256,espandrre+V
4257,basamenre+V
4258,riattare+V
4259,innervosire+V
4260,angarere+V
4261,spasimare+V
4262,appesantiere+V
4263,risemine+V
4264,spopola+V
4265,razionalizzare+V
4266,malnutrire+V
4267,imprigionare+V
4268,ponzire+V
4269,scudiscare+V
4270,ambientalistirre+A
4271,disdegrre+V
4272,rappattumare+V
4273,inneggere+V
4274,glissò+V
4275,mistificare+V
4276,smascherare+V
4277,smaniare+V
4278,allineare+V
4279,attristare+V
4280,indugiò+V
4281,rivinrre+V
4282,vaffanculeggiare+V
4283,attorniare+V
4284,irizzire+V
4285,matricola+V
4286,malmenare+V
4287,racimolare+A
4288,piallare+V
4289,burocratizzare+V
4290,escresre+V
4291,oscillazioire+V
4292,promuore+V
4293,esaminre+V
4294,equilibrò+V
4295,affluire+V
4296,teorizzare+V
4297,solidarizzare+V
4298,racconciare+V
4299,instradare+V
4300,sussultare+V
4301,intasare+V
4302,cartolare+V
4303,disboscare+V
4304,appollaiare+V
4305,crespre+V
4306,scaliniare+V
4307,appendare+V
4308,ingemmare+V
4309,fruttare+V
4310,alienare+V
4311,dosare+V
4312,mancare+V
4313,deregolamentare+V
4314,inseriere+V
4315,beatificare+V
4316,contranire+V
4317,disossare+V
4318,autoassolvare+V
4319,straziare+V
4320,incontrarere+V
4321,esplorare+V
4322,conciare+V
4323,assecore+V
4324,ricollegar+V
4325,godurie+V
4326,orbitare+V
4327,scosciare+V
4328,steccha+V
4329,sconnettare+V
4330,partecipare+V
4331,crocidare+V
4332,imprecare+V
4333,idrogeniare+V
4334,pregevole+V
4335,strazere+V
4336,sgorgare+V
4337,sopraccigliare+V
4338,dissuadare+V
4339,infudere+V
4340,canapo+V
4341,citofonare+V
4342,minrire+V
4343,intervistare+V
4344,imputare+V
4345,infuocare+V
4346,appontare+V
4347,lucrare+V
4348,vivisezionare+V
4349,giganteggare+V
4350,sciamannò+V
4351,preconoscere+V
4352,arrostirà+V
4353,appigliare+V
4354,nomare+V
4355,handicappire+V
4356,promettire+A
4357,sottostrre+V
4358,laconirre+A
4359,allarme+V
4360,raffreddre+V
4361,ambiare+V
4362,spelacchiare+V
4363,disattrezzare+V
4364,smarcare+V
4365,professire+V
4366,deburocratizze+V
4367,deliberiare+V
4368,encomiare+V
4369,ultimerà+V
4370,ingommò+V
4371,istradiare+V
4372,eccede+V
4373,vulcanizzare+V
4374,meraviglare+V
4375,appartare+V
4376,rinserrare+V
4377,militanze+V
4378,elargiere+V
4379,fuggare+V
4380,bocciare+V
4381,feriere+V
4382,piovigginare+V
4383,spierà+V
4384,servire+V
4385,brancicar+V
4386,satura+V
4387,quinquennali+V
4388,slittare+V
4389,handicappare+V
4390,assaporare+V
4391,arguì+V
4392,autososterre+V
4393,biancheggare+V
4394,affettare+V
4395,murare+V
4396,affaticare+V
4397,smascellare+V
4398,pronunziare+V
4399,enfatizzare+V
4400,ingioiellò+V
4401,siederò+V
4402,preconosre+A
4403,ammutinare+V
4404,rilegare+V
4405,suddividrre+V
4406,biascare+V
4407,conquidi+V
4408,sopravvalutare+V
4409,aborriere+V
4410,giugule+V
4411,istillre+V
4412,plaude+V
4413,reagire+V
4414,deputre+V
4415,ulcerare+A
4416,riammoglare+V
4417,intercomunale+V
4418,ingommare+V
4419,limare+V
4420,ricomprare+V
4421,limitare+V
4422,allattare+V
4423,silurare+V
4424,cozzare+V
4425,autopromuovare+V
4426,migliorò+V
4427,nuotare+V
4428,strisciarere+V
4429,ricongiurre+V
4430,acclamiare+V
4431,coopte+V
4432,riformisnone+V
4433,allontanare+V
4434,psicologirre+V
4435,infischiare+V
4436,patirre+V
4437,ripugnare+V
4438,avviare+V
4439,interagire+V
4440,dubitatire+V
4441,ruzzare+V
4442,esorbitare+V
4443,sbrigare+V
4444,pisolare+V
4445,insalivare+V
4446,rintracciare+V
4447,convolare+V
4448,banalizzare+V
4449,ultima+V
4450,conciliare+V
4451,perdizioire+V
4452,contorrre+V
4453,goccare+V
4454,srotolare+V
4455,identificre+V
4456,attristare+V
4457,imperturbabile+V
4458,obnubilare+V
4459,scorgare+V
4460,faticatori+V
4461,abboccar+V
4462,pigare+V
4463,imperre+V
4464,torcare+V
4465,blu+V
4466,scoliare+V
4467,spiumiare+V
4468,scompigliare+V
4469,ridisegnare+V
4470,infermieristirre+V
4471,elisabettere+V
4472,crogiuolare+V
4473,erbondere+V
4474,firme+V
4475,attrae+V
4476,protocolle+V
4477,riverire+V
4478,autotassare+V
4479,imbottigliare+V
4480,comprovare+V
4481,accordare+V
4482,contemplarere+V
4483,inalberare+V
4484,pressappochisnone+V
4485,ciancicare+V
4486,affluire+V
4487,comunicare+V
4488,colorire+V
4489,riacchiappare+V
4490,dedicare+V
4491,suddividare+V
4492,esilarare+V
4493,appassionare+V
4494,costituire+V
4495,scalzare+V
4496,attrezzare+V
4497,intossicare+V
4498,supplire+A
4499,narratore+A
4500,trombiare+V
4501,presentire+V
4502,patinò+V
4503,timbrare+A
4504,appigliare+V
4505,cinghialere+V
4506,foracchiare+V
4507,scarrucolare+V
4508,indebolire+V
4509,rifriggrre+V
4510,seppelliere+V
4511,morsè+V
4512,intorbidare+V
4513,scattire+V
4514,ionizzare+V
4515,interporre+V
4516,sgroppare+V
4517,longitudiire+V
4518,tamponre+V
4519,acciaiare+V
4520,decurtare+V
4521,intiepidire+V
4522,bronrre+V
4523,appesterò+V
4524,vinificare+V
4525,ingigantire+V
4526,indeterminare+V
4527,programmare+V
4528,incuneare+V
4529,imbrancare+V
4530,atterriare+V
4531,deprimare+V
4532,agrodolrre+V
4533,scarseggare+V
4534,introvabili+V
4535,discacere+V
4536,fluidificare+V
4537,tappezzare+V
4538,vinicola+V
4539,principali+V
4540,rivendicare+V
4541,reciprocare+V
4542,soffondire+A
4543,taurare+V
4544,insigrre+A
4545,seghettare+V
4546,forsennare+V
4547,rincresrre+V
4548,ravvolgire+A
4549,adontare+V
4550,notare+V
4551,beatificare+V
4552,rinzaffare+A
4553,simulire+V
4554,autoironizzare+V
4555,frigre+V
4556,ingelosire+V
4557,travisare+V
4558,commensurare+V
4559,ricore+V
4560,tratteggiarere+V
4561,rabbercare+V
4562,sminuzzare+V
4563,ingurgitare+V
4564,vetrioleggiare+V
4565,ribadare+V
4566,assire+A
4567,mitridatizzare+V
4568,co-producere+V
4569,nebbioire+V
4570,cardare+V
4571,degenerare+V
4572,avallare+V
4573,germogliiare+V
4574,suffragare+A
4575,frollare+V
4576,calmierare+A
4577,giungare+V
4578,straziare+V
4579,sbarazzare+V
4580,esterificare+V
4581,esagera+V
4582,disimpegnare+V
4583,palliare+V
4584,cresrre+V
4585,rigre+V
4586,debilitare+V
4587,ammaglie+V
4588,espettorare+V
4589,propinar+V
4590,fluidificare+V
4591,soprannominare+V
4592,accertare+V
4593,obliterare+V
4594,bianchire+V
4595,autososterre+V
4596,smussare+V
4597,gracidare+V
4598,poeticizze+V
4599,ragguagliare+V
4600,propalre+V
4601,burocratizzare+V
4602,accalappiarere+V
4603,squasse+V
4604,sostare+V
4605,alzare+V
4606,insospettire+V
4607,politicizzare+V
4608,polarizzare+V
4609,incuneerò+V
4610,meritocratirre+V
4611,annodare+V
4612,professionalizzare+A
4613,risarciere+V
4614,autovalutare+V
4615,destreggare+V
4616,angariare+V
4617,inscriverò+V
4618,sprigionre+V
4619,crogiuolare+V
4620,strillare+V
4621,denudare+A
4622,smussare+V
4623,maggiorare+V
4624,orchestre+V
4625,intramezzare+V
4626,supporrà+V
4627,dui+V
4628,increre+V
4629,pontificare+V
4630,filosofeggare+V
4631,piovio+V
4632,bandire+A
4633,procurò+V
4634,squartare+V
4635,disidratare+V
4636,nobilitare+V
4637,tacitare+V
4638,autodiagnosticare+V
4639,sudiare+V
4640,sminare+V
4641,reciprocare+V
4642,rimestare+V
4643,fruscare+V
4644,sventagliare+V
4645,ammainare+V
4646,deviare+V
4647,premettare+V
4648,sgambature+V
4649,intacre+V
4650,fresiare+V
4651,incistare+V
4652,tostare+V
4653,lapidare+V
4654,sottorappresentare+V
4655,pizzicottare+V
4656,enunciare+V
4657,passerò+V
4658,periodizzire+V
4659,processare+V
4660,detrarre+V
4661,inutilizzare+V
4662,appollaiare+V
4663,debbiare+V
4664,scorrazza+V
4665,sopportiare+V
4666,irreggimente+V
4667,ricomprare+V
4668,resare+V
4669,aerobirre+A
4670,caccia-bombardiere+V
4671,presupporre+V
4672,iattura+V
4673,sonnecchiare+V
4674,cappottare+A
4675,cubare+V
4676,imprigionare+V
4677,debilitare+V
4678,ripentire+V
4679,sbiancherà+V
4680,avviare+V
4681,lastricare+V
4682,immigrare+V
4683,illeggiadrir+V
4684,meravigliare+A
4685,spossare+V
4686,rimanire+V
4687,ripromettrre+V
4688,intossicare+V
4689,rassegnazioire+V
4690,trapanare+V
4691,provincializzare+V
4692,preceggere+V
4693,deburocratizzare+V
4694,trasformare+V
4695,network+V
4696,verificare+A
4697,compenetssere+V
4698,schidiorre+V
4699,incororre+V
4700,congestionare+V
4701,raccapricciare+V
4702,roteare+V
4703,beccar+V
4704,dissequestri+V
4705,amnistiare+V
4706,mordicchere+V
4707,appuntiare+V
4708,crollare+V
4709,macchinar+V
4710,discolpare+V
4711,ingaggiare+V
4712,esteuropee+V
4713,contitolare+V
4714,ballottare+V
4715,disgelare+V
4716,dissecare+V
4717,slattare+V
4718,confinare+V
4719,pugnalare+V
4720,salari+V
4721,adontare+V
4722,beatificare+V
4723,soleggare+V
4724,sfalsare+V
4725,dimissionare+V
4726,sfrenare+V
4727,respinguere+V
4728,adunare+A
4729,riacquistare+V
4730,adeguare+V
4731,serpere+V
4732,scappellare+V
4733,volgare+V
4734,sfaccendare+A
4735,escresre+V
4736,tallonare+V
4737,svenire+V
4738,conglomerare+V
4739,attorre+V
4740,lamentazioire+V
4741,disinfiammare+V
4742,partecipe+V
4743,propiziare+V
4744,deliberò+V
4745,rimodellare+V
4746,zampilla+V
4747,rotee+V
4748,sorveglare+V
4749,animale+V
4750,sghignazzare+V
4751,decantare+V
4752,allucinare+A
4753,accoccolare+V
4754,strombettarere+V
4755,cifrarere+V
4756,sorvegliare+V
4757,pensierare+V
4758,scaturiere+V
4759,rotare+V
4760,implori+V
4761,vestiari+V
4762,geminare+V
4763,ionizzare+V
4764,scompartire+A
4765,prepara+V
4766,impalcare+V
4767,acchiappare+V
4768,intrallazzare+A
4769,fruttare+V
4770,povero+V
4771,esagerare+V
4772,spruzzare+V
4773,accertare+V
4774,deregolamentare+V
4775,riadeguare+V
4776,rosicare+V
4777,rafforzatire+V
4778,tracimare+V
4779,dichiarare+V
4780,scopiazzare+V
4781,profumare+A
4782,imbottigliare+V
4783,basculare+V
4784,offirre+A
4785,imbroncie+V
4786,accompagnamire+A
4787,discacciare+V
4788,fetali+V
4789,commentare+V
4790,appezzò+V
4791,lineare+V
4792,delegittimiare+V
4793,rescindare+V
4794,cigolare+V
4795,impratichire+V
4796,spiare+V
4797,autoreplicare+V
4798,autoinflirre+V
4799,annoverare+V
4800,strafottare+V
4801,empire+V
4802,squilibrare+V
4803,discaccerò+V
4804,novantesime+V
4805,istituzionalizzare+V
4806,strombettare+V
4807,riconfrontò+V
4808,richiamare+V
4809,procedare+V
4810,ambientare+V
4811,rincoglioniere+V
4812,ricomprare+V
4813,tassare+V
4814,costeggi+V
4815,sviscera+V
4816,vagare+V
4817,scovare+V
4818,imbatter+V
4819,soffrire+V
4820,comprende+V
4821,intuire+V
4822,schioccare+V
4823,ridisegnare+V
4824,spersonalizzare+V
4825,autoassolvare+V
4826,anti-olimpire+A
4827,sbozzare+V
4828,gruppo+V
4829,assecondar+V
4830,robotizziare+V
4831,decriminalizzare+V
4832,rattrappe+V
4833,brasare+V
4834,restaurarere+V
4835,riamare+V
4836,legittimire+V
4837,molerò+V
4838,tosare+V
4839,mistirre+V
4840,attruppare+V
4841,reputare+V
4842,ispezionare+V
4843,derivare+V
4844,borie+V
4845,prevaricare+V
4846,teorizzare+V
4847,ravvoltolare+V
4848,jugoslare+V
4849,potrre+V
4850,sostentare+V
4851,vetrioleggiare+V
4852,intuire+V
4853,telelavossere+V
4854,rafforziare+V
4855,dichiarerò+V
4856,gridare+V
4857,intossicare+V
4858,tamponò+V
4859,conclusire+V
4860,maxiaumenre+V
4861,co-presiedare+V
4862,pendolare+V
4863,satolliare+V
4864,ammutolire+V
4865,fluggere+V
4866,imbrillantinre+V
4867,strumentare+V
4868,sceverare+V
4869,romprre+V
4870,significare+A
4871,rachitirre+V
4872,recire+A
4873,arrogare+V
4874,attivare+V
4875,satollare+V
4876,girovagherò+V
4877,ghermire+V
4878,sottovalutare+V
4879,idratare+V
4880,tacitare+V
4881,avvelenatore+V
4882,oblare+V
4883,sganrre+V
4884,istituzionalizzare+V
4885,separare+V
4886,commissariare+V
4887,spaglierà+V
4888,vagar+V
4889,scartabellare+V
4890,offendare+V
4891,sbatacchiare+V
4892,bulinare+V
4893,giocherellare+V
4894,rintane+V
4895,affrontare+V
4896,inneggiare+V
4897,impaginare+V
4898,tecnicizzare+V
4899,chiacchierare+V
4900,inamidire+V
4901,ricarirre+V
4902,deflagrare+V
4903,ubicherò+V
4904,azzoppare+V
4905,canterellre+V
4906,concomitanze+V
4907,frammischiare+V
4908,zoppicare+V
4909,acclimatare+V
4910,espettorare+V
4911,incerare+V
4912,stracuocare+V
4913,vacciire+V
4914,ricostruire+V
4915,distruzioire+V
4916,compiere+V
4917,succedrre+V
4918,relazione+V
4919,raggrupperà+V
4920,profferiere+V
4921,sorvegliare+V
4922,superpagare+V
4923,ficcare+V
4924,comari+V
4925,stirare+V
4926,cesorire+V
4927,ammattire+A
4928,immigrare+V
4929,cucire+V
